No DE LIBRO,TITULO DEL LIBRO (MEMORIA INSTITUCIONAL. MI),AUTOR,AÑO
"1,112",MONITOREO Y SEGUIMIENTO DE LAS POBLACIONES  DE LA TORTUGA CARRANCHINA EN EL D/ PTO DE CORDOBA,CONVENIO DE COOPERACION 032 DE 2010 CONSERVACION INTERNACIONAL ,"2,012"
"1,113",PROTOCOLO PARA EL MONITOREO DE LA TORTUGA HICOTEA EN LAS CIENAGAS DE BAÑO YLOS NEGROS,CONSERVACION INTERNACIONAL COLOMBIA,"2,012"
"1,114",PLAN DE MANEJO Y CONSERVACION DEL CHAVARRY EN EL VALLE MEDIO DEL RIO SINU EN EL D/PTO DE CORDOBA,CONVENIO DE COOPERACION 032 DE 2010 CONSERVACION INTERNACIONAL ,"2,012"
"1,115",CONSERVACION EX SITU DEL MORROCOY EN LA BAHIA DE CISPATA D/PTO DE CORDOBA,CONVENIO DE COOPERACION 032 DE 2010 CONSERVACION INTERNACIONAL ,"2,012"
"1,116",PLAN DE MANEJO Y CONSERVACION DEL MONO AULLADOR NEGRO EN EL BAJO SINU JURISDICION DE LA CVS ,CONSERVACION INTERNACIONAL COLOMBIA,"2,012"
"1,117",CARACTERIZACION Y DIAGNOSTICO DE LAS POBLACIONES SILVESTRES DE BABILLAS  DEL BAJO SINU,CONVENIO DE COOPERACION 032 DE 2010 CONSERVACION INTERNACIONAL ,"2,012"
"1,118",DIAGNOSTICO PRELIMINAR DE LA MICROCUENCA HIDROGRAFICA DEL ARROYO EL CHARCON MUNICIPIO DE CIENAGA DE ORO D/PTO DE CORDOBA,CARMEN ALICIA NUÑEZ MEZA ,"2,000"
"1,119",FUNDAMENTOS PARA LA DECLARATORIA  DE LA CIENAGA DE MARTINICA COMO AREA PROTEGIDA REGIONAL.,CONVENIO 062 DE 2010 FUNDACION HERENCIA  AMBIENTAL CARIBE,"2,011"
"1,120",DIFUSION DE CONOCIMIENTOS CIENTIFICOS A TRAVES DE LA DIVULGACION DE INFORMACION EN MATERIA DE ATENCION Y PREVENCION DE DESASTRES EN MUNICIPIOS DE CORDOBA,CONVENIO 15 DE 2012 UNIVERSIDAD EAFIT-CVS,"2,012"
"1,121",TRANSFERIR TECNOLOGIAS Y CONOCIMIENTOS EN CIENCIAS PARA LA PREVENCION DE LOS INCENDIOS FORESTALES EN EL D/PTO DE CORDOBA,CONVENIO 017 DE 2012 DEFENSA CIVIL COLOMBIANA,"2,012"
"1,122",PLAN DE SANEAMIENTO Y MANEJO DE VERTIMIENTO SAN BERNARDO DEL VIENTO ,SAN BERNARDO DEL VIENTO ,"2,006"
"1,123",FUNDAMENTOS PARA LA DECLARATORIA D LA CIENAGA DE LA PACHA COMO AREA PROTEGIDA REGIONAL,FUNDACION HERENCIA AMBIENTAL CARIBE-- CVS,"2,013"
"1,124",SERVICIOS CIENTOFICOS Y TECNOLOGICOS PARA LA REALIZACION DE ESTUDIOS DE REGIMINES HIDRO - SEDIMENTOLOGICOS PRESENTADOS EN LOS PRINCIPALES CAÑOS Y CANALES DEL D/PTO DE CORDOBA Y EVALUACION DE LOS SISTEMAS DE SANEAMIENTO BASICO EN MUNICIPIOS DEL D/PTO DE CORDOBA,CONVENIO 20-2012  UPB- CVS,"2,013"
"1,125",SERVICIOS CIENTIFICOS Y TECNOLOGICOS PARA LA IDENTIFICACION DE ESCENARIOS Y FACTORES DE RIESGOS DE DESASTRES ENTIENDASE AMENAZAS VULNERABILIDADES ASI COMO LOS FACTORES SUBYACENTES SUS ORIGENES CAUSAS Y TRANSFORMACION EN EL TIEMPO,CONVENIO 26 -- 2012 UPB CVS,"2,013"
"1,126",INFORME DE INVERSION PARA LA GESTION DE RIESGO,CONVENIO 057 DE 2011,"2,011"
"1,127",PLAN DE MANEJO DE LOS HUMEDALES URBANOS Y PERIURBANOS DEL MUNICIPIO DE MONTERIA EN EL D/PTO DE CORDOBA ,CONVENIO 029--2012 FUNDACION HERENCIA AMBIENTAL CARIBE,"2,012"
"1,128",FUNDAMENTOS PARA LA DECLARATORIA DE LA CIENAGA DE BAÑO COMO AREA PROTEGIDA REGIONAL,FUNDACION HERENCIA AMBIENTAL CARIBE,"2,012"
"1,129",CALIDAD DEL AIRE,CONVENIO 07--2012 UPB CVS,"2,013"
"1,130",CATALOGO PRELIMINAR DE LA BIODIVERSIDAD ASOCIADA A LOS ARRECIFES ARTIFICIALES DEL PROGRAMA DIASPORA OTROS HABITATS ARTIFICIALES Y NATURALES DEL GOLFO DE MORROSQUILLO.,CONVENIO 17 MONITOREOS AMBIENTALES,"2,012"
"1,131",PLAN DE MANEJO DEL HUMEDAL DE LOS NEGROS EN EL D/PTO DE CORDOBA,FUNDACION HERENCIA AMBIENTAL  CARIBE,"2,012"
"1,132",APLICAR TECNOLOGIA  Y CONOCIMIENTO CIENTIFICO EN LOS PROCEDIMIENTOS DE EVALUACIÓN DEL IMPACTO Y GRADO DE CONTAMINACION DEL AGUA EN UN SECTOR PRODUCTIVO DEL D/ PTO DE CORDOBA,CONVENIO 16 UPB-- CVS,"2,011"
"1,133",PLAN DE ACCION INSTITUCIONAL --  PAI  2012-2015,FUNDACION HERENCIA AMBIENTAL  CARIBE,"2,012"
"1,134",SERVICIOS CIENTIFICOS Y TECNOLOGICOS PARA LA EVALUACION DE LOS PARAMETROS DE LA CALIDAD DEL AIRE Y RESIDUOS PELIGROSOS EN LA CIUDAD DE MONTERIA CON MIRAS  A ESTABLECER UNA LINEA SOBRE LA AFECTACION DE LA SALUD,CONVENIO - 003- 2013 U. PONTIFICIA BOLIVARIANA,"2,013"
"1,135",MANUAL IMPLEMENTACION MODELO NUMERICO HIDROGEOLOGICO DE LOS MUNICIPIOS DE SAHACÚN Y CHINÚ EN EL D/ PTO DE CÓRDOBA,CONTRATO 029 /2012 HIDRGOEO LTDA,"2,013"
"1,136",INFORME DEL DIAGNÓSTICO DE ORDENAMIENTO DEL RECURSO HÍDRICO EN LA SUBZONA BAJO SINÚ,CONVENIO # 023 CESTION INTEGRAL DEL RECURSO HÍDRICOUPB CVS UPB - CVS,"2,013"
"1,137",REALIZAR LOS ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DE LAS DETERMINANTES AMBIENTALES DE LOS PLANES DE ORDENAMIENTOS TERRITORIAL EN VARIOS MUNICIPIOS DEL D/ PTO DE CORDOBA QUE PERMITA REGLAMENTAR ADECUADAMENTE LOS USOS Y OCUPACIONES DEL SUELO EN SUS TERRITORIOS,UNIVERSIDAD EAFIT -CVS,"2,013"
"1,138",SERVICIOS CIENTIFICOS Y TECNOLOGICOS CONSISTENTES EN LA IMPLEMENTACIÓN DE LOS SUBSISREMAS DE INFORMACIÓN AMBIENTAL DE COLOMBIA SIAC MEDIANTE EL ACOPIO ORGANIZACIÓN Y PROCESAMIENTO DE INFORMACIÓN,CONVENIO # 28 DE 2012 UPB--CVS,"2,013"
"1,139",IDENTIFICACIÓN DE DETERMINANTES AMBIENTALES DEDOS MUNICIPIOS COSTEROS DEL D/ PTO DE CORDOBA,CONVENIO # 015- 2013 ECOVERSA - CVS,"2,013"
"1,140","FORMULACIÓN DEL PLAN DE MANEJO PARA LAS ESPECIES TORTUGA DE RÍO, TITÍ CABECIBLANCO E IMPLEMENTACIÓN DE ESTRATEGIAS PARA LA CONSERVACIÓN DEL MONO AULLADOR NEGRO Y LA TORTUGA ICOTEA EN EL D/ PTO DE CORDOBA",CONVENIO # 036 2012 CONSERVACIÓN INTERNACIONAL - CVS,"2,013"
"1,141","ESTUDIOS DE CARÁCTER CIENTIFICO PARA EL DIAGNÓSTICO AMBIENTAL EN LAS AREAS 1,2 Y 4 ( MARGEN IZQUIERDA DEL EMBALSE, MARGEN DERECHA DEL EMBALSE, SECTOR ORIENTAL DE MURRUCUCU )PRIORIZADAS DENTRO DE LA ZONA AMORTIGUADORA DEL PARQUE NACIONAL NATURAL PARAMILLO",CONVENIO #33--2012 U NACIONAL -- CVS,"2,013"
"1,142","TRANSFERIR TECNOLOGICA ENCAMINADA A INCENTIVAR LAS BUENAS PRACTICAS AGRICOLAS, LA COMERCIALIZACIÓN Y PRODUCCIÓN DE HONGOS COMESTIBLES Y MIEL DE ABEJAS CON EL FIN DE FORTALECER LAS ESTRATEGIAS DE MERCADOS VERDES EN EL D/ PTO DE CORDOBA",CONVENIO # 24 -2012  UPB-CVS,"2,013"
"1,143",SERVICIOS CIENTIFICOS Y TECNOLOGICOS PARA LA EVALUACIÓN DE LOS PARAMETROS DE LA CALIDAD DEL AIRE Y RESIDUOS PELIGROSOS EN LA CIUDAD DE MONTERÍA CON MIRAS A ESTABLECER INA LINEA SOBRE LA AFECTACIÓN DE LA SALUD DE LOS HABITANTES,CONVENIO # 003--2013 UPB-- CVS,"2,013"
"1,144","DESARROLLO Y CONSOLIDACIÓN DE METODOLOGÍAS PARA LA REPRODUCCIÓN ARTIFICIAL DE PECES NATIVOS QUE PERMITA ASEGURAR LA PRODUCCIÓN DE 14 MILLONES DE ALEVINOS DE PECES PARA APOYAR PROGRAMAS DE REPOBLAMIENTO EN CUERPOS DE AGUA NATURALES Y LA PISCICULTURA COMUNITARIA, CON EL PROPOSITO DE MANTENER LA PRODUCTIVIDAD Y DIVERSIDAD BIOLÓGICA, ECOSITEMAS ACUATICOS PARA GARANTIZAR EL USOS SOSTENIBLE DE LOS RECURSOS HIDROBIOLÓGICOS",CONVENIO #22 -- 2012 FUNDACION OMACHA -- CVS,"2,013"
"1,146","EVALUAR LAS CONDICIONES Y TENDENCIAS AMBIENTALES DEL ECOSISTEMA DE MANGLAR EN LA ZONA DE CISPATÁ, LA BALSA Y TINAJONES, HACIENDO ESPECIAL ENFASIS EN EL COMPONENTE SOCIAL Y FORESTAL CON EL PROPOSITO FUNDAMENTAL DE LA CONSERVACIÓN Y EMPODERAMIENTO DE LOS ECOSISTEMAS ESTRATÉGICOS DONDE INTERACTUAN CON COMUNIDADES",CONVENIO # 032 - 2013 FUNDACIÓN OMACHA - CVS,"2,013"
"1,147",DIAGNOSTICO Y EVALUACIÓN DE LA CALIDAD  AMBIENTAL  MARINA EN EL CARIBE Y PACIFICO COLOMBIANO,CONVENIO # 09 2012 INVEMAR - CVS,"2,013"
"1,148",Centro de atención y valorización de fauna Silvestre-cvs convenio No 15-- 2012,CONVENIO # 15 -- 2012 - CVS  -   OMACHA,"2,013"
"1,149",INFORMA FINAL CONTRATO 21 PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR TECNICAMENTE LA MESA DEL SIRAP CARIBE EN LOS TEMAS DE COMUNICACIONES ,CONTRATO 21 DEL 2012 ADELA P CASTRO MORENO,"2,013"
"1,150","DISEÑAR UNA ESTRATEGIA DE FORTALEZIMIENTO DE LOS MERCADOS VERDES MEDIANTE LA TRANSFERENCIA TECNOLOGICA PARA LA TRANSFORMACIÓN COMERCIALIZACIÓN Y BUENAS PRACTICAS EN PRODUCTOS COMO HORTALIZAS, HONGOS COMESTIBLES",CONVENOI # 06 DE 2010  CVS  UPB,"2,011"
"1,151",ESTRUCTURA ECOLOGICA DEL D/ PTO DE CORDOBA LINEAMIENTOS Y APROXIMACIONES PARA EL ORDENAMIENTO TERRITORIAL,CVS-- HERENCIA AMBIENTAL,"2,013"
"1,152",PLAN DE MANEJO DE LA CIÉNAGA DE BETANCÍ,CVS-- HERENCIA AMBIENTAL,"2,014"
"1,153","APROXIMACIÓN A LA DEFINICIÓN DE UN MODELO DE ADAPTACIÓN, USO  Y APROVECHAMIENTO DE LOS HUMEDALES DE CORDOBA PARA LA CONSERVACIÓN Y MANEJO SOSTENIBLE DE LA CIENAGA GRANDE DEL BAJO SINÚ - DMI",CONVENIO #016 DE 2013 CVS FUNDACIÓN HERENCIA AMBIENTAL,"2,013"
"1,154",FORTALECIMIENTO SOCIO - AMBIENTAL PARA LA INNOVACIÓN EN LOS METODOS DE ADAPTACIÓN AL CAMBIO CLIMATICO EN EL COMPLEJO CENAGOSO DEL SINÚ DEL D / PTO DE CORDOBA, CVS FUNDACIÓN HERENCIA AMBIENTAL,"2,013"
"1,155",ESTUDIO DE CARÁCTER CIENTIFICO PARA LEVANTAR INFORMACIÓN TEMÁTICA Y AJUSTAR USOS DEL SUELO EN EL MUNICIPIO DE MONTERIA  COMO AJUSTE DEL POMCA RÍO SINÚ,"CONVENIO # 020 DE 2013 CVS  U, NACIONAL DE COLOMBIA -- SEDE MEDELLIN","2,014"
"1,156",SERVICIOS CIENTIFICOS Y TECNOLOGICOS PARA EL DESARROLLO DE ESTRATEGIAS DE ADAPTACIÓN AL CAMBIO CLIMATICO Y LA MINIMIZACIÓN DE RIESGOS EN EL D/ PTO DE CORDOBA,CONVENIO # 002 DE 2013 CVS  U PONTIFICIA BOLIVARIANA,"2,014"
"1,157",CENTRO DE ATENCIÓN Y VALORACIÓN DE FAUNA SILVESTRE  C A V,CONVENIO # 31 DE 2013 CVS - FUNDACIÓN OMACHA,"2,014"
"1,158",INFORME TÉCNICO FINAL CONVENIO ESPECIAL DE COOPERACIÓN CIENTIFICA Y TECNOLOGICA ,CONVENIO #030 DE 2013 CVS  - U DISTRITAL FRANCISCO JOSE DE CALDAS,"2,013"
"1,159",CENTRO NACIONAL DE PRODUCCIÓN MAS LIMPIA Y TEGNOLOGIAS AMBIENTALES ANEXOS 1 AL 12,CONVENIO # 015 DE 2014  CVS CNPMLTA,"2,014"
"1,160",CENTRO NACIONAL DE PRODUCCIÓN MAS LIMPIA Y TEGNOLOGIAS AMBIENTALES  ANEXOS 13 AL 31,CONVENIO # 015 DE 2014  CVS CNPMLTA,"2,014"
"1,161",CENTRO NACIONAL DE PRODUCCIÓN MAS LIMPIA Y TEGNOLOGIAS AMBIENTALES  ANEXOS 32 AL 51,CONVENIO # 015 DE 2014  CVS CNPMLTA,"2,014"
"1,162","OBRAS DE PROTECCIÓN SOBRE LA MARGEN IZQUIERDA DEL RÍO SINÚ SECTOR LA BOCATOMA, MUNICIPIO DE SAN BERNARDO DEL VIENTO ",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,163","CONSTRUCCIÓN DE OBRAS DE ESTABLILZACIÓN Y PROTECCIÓN DE ORILLA EN LA MARGEN IZQUIERDA DEL RÍO SINÚ, CORREGIMIENTO COTOCA ARRIBA, MUNICIPIO DE LORICA",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,164",ESTUDIOS Y DISEÑOS DE OBRAS DE ESTABLILIZACIÓN Y PROTACCIÓN DE ORILLA EN LA MARGEN DERECHA DEL RÍO SINÚ SECTOR RONDA NORTE MUNICIPIO DE MONTERÍA,CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,165","ESTUDIOS Y DISEÑOS DE OBRAS PARA EL CONTROL DE EROSIÓN EN EL RÍO SINÚ VERE EL RETIRO DE LOS PAEZ, CORREGIMIENTO DE MATEO GÓMEZ, MUNICIPIO DE CERETÉ",CONSORCIO RIOS DE CORDOBA-2009,"2,012"
"1,166","ESTUDIOS Y DISEÑOS DE OBRAS PARA EL CONTROL DE EROSIÓN EN EL RÍO SINÚ BARRIO LA ESMERALDA, MINICIPIO DE MONTERÍA",CONSORCIO RIOS DE CORDOBA-2009,"2,012"
"1,167","ESTUDIOS Y DISEÑOS DE OBRAS PARA EL CONTROL DE EROSIÓN EN EL RÍO SAN JORGE, MUNICIPIO DE MONTELIBANO D/PTO DE CORDOBA",CONSORCIO RIOS DE CORDOBA-2009,"2,012"
"1,168","ESTUDIOS Y DISEÑOS DE OBRAS DE ESTABLILIZACIÓN Y PROTACCIÓN DE ORILLA EN LA MARGEN IZQUIERDADEL RÍO SINÚ SECTOR SAN FRANCISCO, CORREGIMIENTO PALO DE AGUA, MUNICIPIO DE LORICA",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,169","ESTUDIOS Y DISEÑOS DE OBRAS DE ESTABLILIZACIÓN Y PROTACCIÓN DE ORILLA EN LA MARGEN DERECHA DEL RÍO SINÚ SECTOR RONDA NORTE MUNICIPIO DE MONTERÍA, TERMINOS DE REFERENCIA Y ESPECIFICACIONES TÉCNICAS DE CONSTRUCCIÓN",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,170","ESTUDIOS Y DISEÑOS DE OBRAS DE ESTABLILIZACIÓN Y PROTACCIÓN DE ORILLA EN LA MARGEN DERECHA DEL RÍO SINÚ SECTOR RONDA NORTE MUNICIPIO DE MONTERÍA, ESTUDIOS DE ESTABILIDAD GEOTÉCNICA",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,171","OBRAS DE PROTECCIÓN SOBRE LA MARGEN IZQUIERDA DEL RÍO SINÚ SECTOR LA BOCATOMA, MUNICIPIO DE SAN BERNARDO DEL VIENTO , INFORME DE DISEÑO",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,172","OBRAS DE PROTECCIÓN SOBRE LA MARGEN IZQUIERDA DEL RÍO SINÚ SECTOR LA BOCATOMA, MUNICIPIO DE SAN BERNARDO DEL VIENTO , INFORME GEOTÉCNICO",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,173","ESTUDIOS Y DISEÑOS DE OBRAS DE ESTABLILIZACIÓN Y PROTACCIÓN DE ORILLA EN LA MARGEN IZQUIERDADEL RÍO SINÚ SECTOR SAN FRANCISCO, CORREGIMIENTO PALO DE AGUA, MUNICIPIO DE LORICA, INFORME DE DISEÑO",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,174","CONSTRUCCIÓN DE OBRAS DE ESTABLILZACIÓN Y PROTECCIÓN DE ORILLA EN LA MARGEN DERECHA DEL RÍO SINÚ, SECTOR PALITO PARAO, MUNICIPIO DE COTORRA",CONVENIO # 059 DE 2010 U. NACIONAL - CVS,"2,012"
"1,175",ELABORACIÓN DEL MODELO NUMERICO HIDRIOGEOLÓGICO EN ESTADO ESTACIONARIO Y TRANSITORIO DEL MUNICIPIO DE MONTELIBANO,CONTRATO 038 CVS  UNION TEMPORAL MONTELIBANO  AYAPEL,"2,010"
"1,176",DIAGNOSTICO DE LA CALIDAD DEL AIRE Y FORMULAR EL PLAN DE GESTION INTEGRAL DE RESIDUOS PELIGROSOS DEL D/PTO DE CORDOBA ANEXO # 13,CNPMLTA,"2,014"
"1,177",DIAGNOSTICO DE LA CALIDAD DEL AIRE Y FORMULAR EL PLAN DE GESTION INTEGRAL DE RESIDUOS PELIGROSOS DEL D/PTO DE CORDOBA ,CONVENIO 21 DE 2014 CNPMLTA,"2,014"
"1,178",ECOSISTEMAS BOSCOSOS Y ACTIVIDADES FORESTALES EN JURISDICCION DE LA CVS,CONVENIO CVS - CI  #083 2005,"2,014"
"1,179",FORMULACI+ON PLAN DE MANEJO DEL RECURSO HIDRICO SUBTERRANEO DEL MUNICIPIO DE CHINÚ EN EL D/PTO DE CORDOBA,UNION TEMPORAL SAHAGUN - CHINU - LA APARTADA,"2,014"
"1,180",DEFENICIÓN DE LAS LINEAS DE PASE PARA LA FORMULACIÓN DEL PLAN DE MANEJO AMBIENTAL DE LAS AGUAS SUBTERRANEAS EN LOS MUNICIPIOS DE SAHAGUN Y CHINÚ EN EL D/PTO DE CORDOBA,CVS --CARSUCRE,"2,014"
"1,181",INFORME FINAL DEL CONVENIO 13/2010 -TRES (3)TOMOS ,CENTRO NAL.PRODUCCION MAS LIMPIA -CVS,"2,010"
"1,182",ESTUDIO HIDROLOGICO E HIDRAULICO .  REHABILITACION DEL PALEOCAUCE CAIMANERA COMO CANAL DE EXEDENTES (DOS) 2 TOMOS ,JORGE DAVID BITAR ALVAREZ -CVS,"2,012"
"1,183",PLAN MANEJO AMBIENTAL PARA LA OPTIMIZACION DEL CANAL EL PUREGATORIO MUNICIPIO DE MONTERIA,"CONSULTORIAS GEOTECNIA Y AMBIENTE S.A.S.
I.C.PABLO CASTILLA NEGRETE","2,012"
"1,184",INFORME FINAL FORMULACION PLAN DE MANEJO RECURSOS HIDRICO SUBTERRANEO DEL MUNICIPIO DE SAHAGUN DPTO DE CORDOBA.  2 TOMOS( INFORME FINAL Y ANEXOS),UNION TEMPORAL SAHAGUN - CHINU -LA APARTADA,"2,013"
"1,185",INFORME FINAL FORMULACION PLAN MANEJO RECURSOS HIDRICOS SUBTERRANEO MUNICIPIO LA APARTADA.DPTO.DE CORDOBA.-2 TOMOS (INFORME FINAL Y ANEXOS),UNION TEMPORAL SAHAGUN-CHINU -LA APARTADA,"2,013"
"1,186",INFORME FINAL FORMULACION PLAN DE MANEJO RECURSOS HIDRICO SUBTERRANEO DEL MUNICIPIO DE CHINU EN DPTO DE CORDOBA.  1 TOMOS SIN ANEXO,UNION TEMPORAL SAHAGUN-CHINU -LA APARTADA,"2,013"
"1,187",MANEJO INTEGRADO DE LAS AGUAS SUBTERRANEAS ,GLORIA HELENA SANCLEMENTE ZEA ,"2,007"
"1,188","INFORME FINAL-MODELO NUMERICO HIDROGEOLOGICO ESTADO ESTACIONARIO Y TRANSITORIO MUNICIPIO DE BUENAVISTA Y LA APARTADA, DEPTO.DE CORDOBA. 4 TOMOS  ANEXOS (3) (3,,5,,6,7,8,)",SIAM  S.A.,"2,010"
"1,189",DEFINICION LINEA BASE FORMULACION PLAN DE MANEJA AMBIENTAL AGUAS SUBTERRANEAS SAHAGUN Y CHINU DPTO.DE CORDOBA.  INFORMA FINAL DEL PROYECTO -ASPECTO SOCIAL ,CORPORACION AUTONOMA REGIONAL DE SUCRE-CARSUCRE,"2,008"
"1,190",ESTUDIO Y DISEÑO ESTABILIZACION TALUDES BOSQUE DE GALERIAS SOBRE RIVERA RIO SINU (4 TOMOS),CONT. CONSULTORIA No. 2071545-CONVENIO 194055-IC-ESP-PABLO CASTILLA NEGRETE,"2,008"
"1,191",ESTUDIO PILOTO VULNERABILIDAD EDIFICACIONES EN MAL ESTADO PLANTA O ALTURA ANTE INUNDACIONES Y FENOMENOS GEOTECNICOS LICUFACCION EXPANSIBILIDAD DE SUELOS CABECERA URBANA DE COTORRA,CONVENIO NO. 094-2007-UPB ,"2,007"
"1,192",DIAGNOSTICO DECLARACION DEL DMI AREA AREA BAHIA CISPATA  DE CVS,DMI-BAHIA CISPATA -INST.ALEXANDER VON HUMBOLDT -IAVH,"2,006"
"1,193",CONSTRUCCION OBRAS ESTABILIZACION Y PROTECCION MARGEN DERECHA RIO SINU -SECTOR PALITO PARAO-COTORRA.   VOLUMEN  I - II- III-,CONVENIO NO.059UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,194",CONSTRUCCION OBRAS ESTABILIZACION Y PROTECCION MARGEN IZQUIERDA RIO SINU -SECTOR DISTRITO DE RIEGO CORREGIMIENTO DE LAS PALOMAS MUNICIPIO DE MONTERIA.  MUNICIPIO DE MONTERIA -INFORME TECNICO,CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,195","ESTUDIO Y DISEÑOS OBRA ESTABILZACION Y PROTECCION MARGEN DERECHA R.SINU SECTOR RONDA NORTE MUNI.DE MONTERIA, VOLUMEN  I- Y III ",CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,196","ESTUDIO Y DESEÑO DE OBRAS ESTABILIZACION Y PROTECCION MARGEN IZQUIERDA R.SINU SECTOR SAN FRANCISCO -PALO DE AGUA MUNICIPIO DE LORICA,  VOLUMEN  I - II-  Y III",CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,197",CONSTRUCCION DE OBRAS Y COMPLEMENTACION CONTROL EROSION MARGEN IZQUIERDA R.SAN JORGE SECTOR NUEVA ESPERANZA MUNICIPIO PUEBLO NUEVO  INFORME TECNICO,CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,198","OBRAS CONTROL DESBORDE CAÑO SEHEBE MUNICIPIO DE AYAPEL,  VOLUMEN 1 -INFORME DISEÑO  ",CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,199","REVISION DISEÑOS OBRAS DE ESTABILIZACION Y PROTECCION ORILLA MARGEN DERECHA R.SINU Y SAN JORGE SAN JORGE CORREGIMIENTO LAS BALSA MUNICIPIO DE LA APARTADA,  VOLUMEN  I  Y II- INFORME TECNICO  ",CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,200",OBRAS DE PROTECCION MARGEN IZQUIERDA R.SINU SECTOR LA BOCATOMA SAN BERNARDO DEL VIENTO.  VOLUMEN  I -II- Y III,CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,201",ANEXOS  (33)  ,CONVENIO NO.059 UNIVERSIDAD NACIONAL - CVS,"2,010"
"1,202",DIAGNÓSTICO SOBRE LAS AREAS AFECTADAS POR ACTIVIDADES MINERAS EN ESTADO DE ABANDONO EN ALGUNOS MUNICIPIOS  DEL D/PTO DE CORDOBA,CONVENIO NO.029 FUNDACIÓN SAHED - CVS,"2,015"
"1,203",DIAGNÓSTICO SOBRE LAS AREAS AFECTADAS POR ACTIVIDADES MINERAS EN ESTADO DE ABANDONO EN ALGUNOS MUNICIPIOS  DEL D/PTO DE CORDOBA  ANEXOO 11 INFORME DE AMENAZAS  POR REMOCIÓN EN MASA,CONVENIO NO.029 FUNDACIÓN SAHED - CVS,"2,015"
"1,204",DIAGNÓSTICO SOBRE LAS AREAS AFECTADAS POR ACTIVIDADES MINERAS EN ESTADO DE ABANDONO EN ALGUNOS MUNICIPIOS  DEL D/PTO DE CORDOBA  ANEXO  14  INFORME DE VULNERABILIDAD SOCIAL,CONVENIO NO.029 FUNDACIÓN SAHED - CVS,"2,015"
"1,205",DIAGNÓSTICO SOBRE LAS AREAS AFECTADAS POR ACTIVIDADES MINERAS EN ESTADO DE ABANDONO EN ALGUNOS MUNICIPIOS  DEL D/PTO DE CORDOBA  ANEXOS 1,CONVENIO NO.029 FUNDACIÓN SAHED - CVS,"2,015"
"1,206","PLAN DE GESTION PARA EL MEJORAMIENTO DE LOS COMPONENTES AMBIENTALES JURIDICOS, ORGANIZACIONAL E INFORMATODO DE LAS SUBSEDES DE LA C V S",UNIV PONTIFICIA BOLIVARIANA - C V S,"2,009"
"1,207",PROGRAMA CALIDAD AMBIENTAL  MARINA  (CAM )  PROGRAMA DE GEOCIENCIAS MARINAS Y COSTERAS ( GEO ) 2 TOMOS,CONVENIO # 020 DE 2015 INVEMAR -- C V S,"2,015"
"1,208","IDNTIFICAR Y EVALUAR EL CORREDOR VIAL SUBURBANO LORICA - CHINÚ, A FIN DE DEFINIR LAS DETERMINANTES AMBIENTALES Y CAPACITAR A LOS MUNICIPIOS POR DONDE PASA DICHO CORREDOR",CONVENIO # 026 DE 2015 FUNDACIÓN SAHED - C V S,"2,015"
"1,209",IMPLEMENTACION DE LOS PROTOCOLOS DE RESTRUCTURACION ECOLÓGICA AGROECOSISTÉMICA DISEÑADOS DURANTE EL 2014 EN EL MINICIPIO DE PURÍSIMA Y CONTINUACIÓN DE LAS INVESTIGACIONES DE IMPLEMENTACIÓN DEL MODELO PILOTO PARA LA ADAPTACION USO Y CONSERVACIÓN DEL HUMEDAL DE LA CIÉNAGA GRANDE ,CONVENIO # 011 DE 2015 FUNDACIÓN HERENCIA AMBIENTAL CARIBE -- C V S,"2,015"
"1,210",PLAN DE MANEJO DEL HUMEDAL FURATENA EN EL DEPARTAMENTO DE CORDOBA,CONVENIO # 025 DE 2015  FUNDACIÓN HERENCIA AMBIENTAL CARIBE ( FHAC ) ---CVS,"2,015"
